"optimus_id", "age", "party", "ethnicity", "maritalstatus", "income", "cd", "dma"
435994,50.0,Democratic,Hispanic,Married,125k-200k,1.0,LAS VEGAS DMA (EST.)
1002963,79.0,American Independent,European,Married,75k-125k,2.0,RENO DMA (EST.)
1084662,68.0,Democratic,European,Married,75k-125k,2.0,RENO DMA (EST.)
248320,69.0,Republican,nan,Married,Unknown,3.0,LAS VEGAS DMA (EST.)
672780,55.0,Republican,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
166563,74.0,Republican,European,Married,Unknown,4.0,LAS VEGAS DMA (EST.)
366197,33.0,Democratic,European,nan,75k-125k,4.0,LAS VEGAS DMA (EST.)
1072563,63.0,Democratic,European,Married,75k-125k,2.0,RENO DMA (EST.)
749748,50.0,Republican,European,Married,125k-200k,3.0,LAS VEGAS DMA (EST.)
1022604,32.0,Non-Partisan,Hispanic,nan,0-35k,2.0,RENO DMA (EST.)
128983,67.0,Republican,European,Married,Unknown,4.0,LAS VEGAS DMA (EST.)
991722,56.0,Democratic,European,Married,75k-125k,2.0,RENO DMA (EST.)
275660,35.0,Republican,European,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
508197,60.0,American Independent,European,nan,75k-125k,1.0,LAS VEGAS DMA (EST.)
2138,62.0,Democratic,European,Married,Unknown,2.0,RENO DMA (EST.)
490870,88.0,Republican,European,nan,75k-125k,1.0,LAS VEGAS DMA (EST.)
122744,65.0,Democratic,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
617409,55.0,Democratic,European,nan,125k-200k,3.0,LAS VEGAS DMA (EST.)
987619,57.0,Republican,Hispanic,Married,35k-75k,2.0,RENO DMA (EST.)
746567,74.0,Republican,European,nan,Unknown,3.0,LAS VEGAS DMA (EST.)
382137,49.0,Non-Partisan,African-American,Married,35k-75k,4.0,LAS VEGAS DMA (EST.)
1012351,27.0,Republican,European,Married,75k-125k,2.0,RENO DMA (EST.)
789891,66.0,Republican,European,nan,Unknown,2.0,RENO DMA (EST.)
975477,61.0,Republican,European,Married,125k-200k,2.0,RENO DMA (EST.)
441969,61.0,Democratic,European,nan,Unknown,1.0,LAS VEGAS DMA (EST.)
739733,70.0,Non-Partisan,European,Married,Unknown,3.0,LAS VEGAS DMA (EST.)
837772,54.0,Republican,European,Married,75k-125k,2.0,RENO DMA (EST.)
333233,62.0,Republican,European,Married,Unknown,4.0,LAS VEGAS DMA (EST.)
547435,66.0,Republican,Other,Married,0-35k,3.0,LAS VEGAS DMA (EST.)
308521,58.0,Democratic,European,nan,125k-200k,4.0,LAS VEGAS DMA (EST.)
198474,55.0,Democratic,nan,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
335649,84.0,Republican,European,Married,Unknown,4.0,LAS VEGAS DMA (EST.)
312764,56.0,Democratic,European,Married,200k+,4.0,LAS VEGAS DMA (EST.)
48798,53.0,Non-Partisan,European,Non-Traditional,125k-200k,3.0,LAS VEGAS DMA (EST.)
653283,67.0,Democratic,nan,Non-Traditional,Unknown,3.0,LAS VEGAS DMA (EST.)
522937,58.0,American Independent,European,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
250066,26.0,Republican,European,nan,Unknown,3.0,LAS VEGAS DMA (EST.)
715135,56.0,Democratic,European,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
373018,45.0,Non-Partisan,African-American,nan,0-35k,4.0,LAS VEGAS DMA (EST.)
807114,50.0,Republican,European,Married,75k-125k,2.0,SALT LAKE CITY DMA (EST.)
1077374,73.0,Republican,European,Married,200k+,2.0,RENO DMA (EST.)
248006,79.0,Democratic,European,Married,0-35k,3.0,LAS VEGAS DMA (EST.)
459417,47.0,Democratic,European,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
748514,55.0,Democratic,European,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
699119,62.0,Non-Partisan,European,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
419113,63.0,Democratic,European,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
908557,38.0,Republican,European,Married,Unknown,2.0,RENO DMA (EST.)
9265,49.0,Republican,European,nan,Unknown,2.0,RENO DMA (EST.)
233080,62.0,Non-Partisan,European,nan,0-35k,4.0,LAS VEGAS DMA (EST.)
816149,47.0,Republican,European,Married,35k-75k,2.0,RENO DMA (EST.)
934040,77.0,Democratic,European,nan,35k-75k,2.0,RENO DMA (EST.)
929112,79.0,Democratic,European,Married,35k-75k,2.0,RENO DMA (EST.)
853722,63.0,Democratic,European,Married,Unknown,4.0,RENO DMA (EST.)
804909,34.0,Non-Partisan,European,Married,75k-125k,2.0,SALT LAKE CITY DMA (EST.)
146406,57.0,Republican,European,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
880340,83.0,Republican,European,Non-Traditional,0-35k,2.0,RENO DMA (EST.)
1011707,56.0,Non-Partisan,European,Married,200k+,2.0,RENO DMA (EST.)
214802,71.0,Democratic,European,Married,Unknown,4.0,LAS VEGAS DMA (EST.)
67706,55.0,Republican,European,Married,125k-200k,3.0,LAS VEGAS DMA (EST.)
131262,50.0,Non-Partisan,European,nan,75k-125k,4.0,LAS VEGAS DMA (EST.)
311792,56.0,Democratic,European,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
1003539,65.0,Republican,European,Married,75k-125k,2.0,RENO DMA (EST.)
424852,80.0,Democratic,European,nan,0-35k,4.0,LAS VEGAS DMA (EST.)
617294,49.0,Republican,European,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
312078,51.0,Other,European,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
552520,44.0,Republican,European,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
1098645,28.0,Republican,nan,nan,75k-125k,2.0,RENO DMA (EST.)
21,37.0,Democratic,European,Married,35k-75k,2.0,RENO DMA (EST.)
1087302,73.0,Democratic,European,Married,75k-125k,2.0,RENO DMA (EST.)
1029332,67.0,Republican,nan,Married,75k-125k,2.0,RENO DMA (EST.)
121781,74.0,Republican,European,Non-Traditional,75k-125k,3.0,LAS VEGAS DMA (EST.)
49115,78.0,Democratic,European,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
846730,66.0,Democratic,European,Married,0-35k,2.0,RENO DMA (EST.)
538123,30.0,American Independent,European,nan,75k-125k,1.0,LAS VEGAS DMA (EST.)
1045530,46.0,Republican,nan,Married,35k-75k,2.0,RENO DMA (EST.)
335691,75.0,Non-Partisan,nan,Married,125k-200k,4.0,LAS VEGAS DMA (EST.)
58470,80.0,Republican,European,Married,125k-200k,3.0,LAS VEGAS DMA (EST.)
996459,87.0,Republican,European,Married,0-35k,2.0,RENO DMA (EST.)
753138,45.0,Democratic,European,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
44663,65.0,Republican,European,Married,Unknown,3.0,LAS VEGAS DMA (EST.)
780289,60.0,Republican,European,nan,75k-125k,2.0,RENO DMA (EST.)
823486,33.0,Republican,European,Married,35k-75k,2.0,RENO DMA (EST.)
1066381,72.0,Republican,Hispanic,Married,125k-200k,2.0,RENO DMA (EST.)
696699,67.0,Democratic,European,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
342945,50.0,Democratic,European,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
272942,51.0,Republican,European,nan,Unknown,3.0,LAS VEGAS DMA (EST.)
885729,56.0,Democratic,Hispanic,nan,0-35k,2.0,RENO DMA (EST.)
264371,68.0,Non-Partisan,European,nan,75k-125k,4.0,LAS VEGAS DMA (EST.)
134976,59.0,Republican,nan,nan,75k-125k,4.0,LAS VEGAS DMA (EST.)
737712,59.0,Democratic,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
564023,49.0,Republican,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
695015,70.0,Republican,European,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
284461,64.0,Republican,European,Married,35k-75k,4.0,LAS VEGAS DMA (EST.)
944097,87.0,American Independent,European,nan,0-35k,2.0,RENO DMA (EST.)
767913,60.0,Non-Partisan,European,nan,125k-200k,3.0,LAS VEGAS DMA (EST.)
584536,54.0,Non-Partisan,Hispanic,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
1008819,58.0,Republican,European,nan,75k-125k,2.0,RENO DMA (EST.)
254927,81.0,Republican,European,Married,0-35k,3.0,LAS VEGAS DMA (EST.)
848430,65.0,Republican,European,Married,35k-75k,2.0,RENO DMA (EST.)
874398,70.0,Democratic,European,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
224493,56.0,Republican,European,Married,Unknown,4.0,LAS VEGAS DMA (EST.)
7526,35.0,American Independent,European,nan,75k-125k,2.0,RENO DMA (EST.)
862497,88.0,Democratic,European,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
1068723,45.0,Democratic,Asian,Married,75k-125k,2.0,RENO DMA (EST.)
914255,91.0,Republican,European,nan,Unknown,2.0,RENO DMA (EST.)
153557,57.0,Republican,European,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
491312,76.0,Democratic,European,nan,0-35k,1.0,LAS VEGAS DMA (EST.)
184474,62.0,Non-Partisan,European,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
894555,52.0,Democratic,nan,Married,Unknown,2.0,RENO DMA (EST.)
267514,77.0,Republican,Asian,nan,200k+,4.0,LAS VEGAS DMA (EST.)
540825,69.0,Democratic,European,Non-Traditional,75k-125k,1.0,LAS VEGAS DMA (EST.)
602177,36.0,Non-Partisan,Asian,nan,0-35k,3.0,LAS VEGAS DMA (EST.)
277484,55.0,Republican,European,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
935537,59.0,Other,European,nan,0-35k,2.0,RENO DMA (EST.)
724961,61.0,Republican,Hispanic,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
705922,75.0,Democratic,European,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
311542,78.0,Democratic,European,Married,35k-75k,4.0,LAS VEGAS DMA (EST.)
628721,63.0,Republican,European,Married,200k+,3.0,LAS VEGAS DMA (EST.)
259535,70.0,Democratic,European,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
739890,47.0,Republican,European,nan,Unknown,3.0,LAS VEGAS DMA (EST.)
1051535,54.0,Republican,European,Married,125k-200k,2.0,RENO DMA (EST.)
1099869,67.0,Democratic,European,nan,125k-200k,2.0,RENO DMA (EST.)
269017,81.0,Republican,European,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
1046847,74.0,Republican,European,Married,35k-75k,2.0,RENO DMA (EST.)
156645,48.0,Republican,nan,nan,0-35k,4.0,LAS VEGAS DMA (EST.)
1008198,43.0,Republican,European,Married,75k-125k,2.0,RENO DMA (EST.)
1005585,59.0,Democratic,European,Married,75k-125k,2.0,RENO DMA (EST.)
1039045,59.0,Democratic,European,nan,125k-200k,2.0,RENO DMA (EST.)
497587,95.0,Democratic,European,Married,35k-75k,1.0,LAS VEGAS DMA (EST.)
571784,75.0,Republican,European,Married,200k+,3.0,LAS VEGAS DMA (EST.)
634943,78.0,Democratic,nan,nan,125k-200k,3.0,LAS VEGAS DMA (EST.)
225570,25.0,Democratic,Hispanic,nan,125k-200k,4.0,LAS VEGAS DMA (EST.)
1076435,57.0,Republican,Hispanic,nan,125k-200k,2.0,RENO DMA (EST.)
1034694,69.0,Republican,European,Non-Traditional,35k-75k,2.0,RENO DMA (EST.)
670862,62.0,Democratic,European,nan,Unknown,3.0,LAS VEGAS DMA (EST.)
673182,64.0,Republican,European,nan,Unknown,3.0,LAS VEGAS DMA (EST.)
1033122,50.0,Republican,European,Married,35k-75k,2.0,RENO DMA (EST.)
886157,71.0,Republican,European,nan,125k-200k,2.0,RENO DMA (EST.)
101208,36.0,Republican,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
1041847,59.0,Republican,European,nan,35k-75k,2.0,RENO DMA (EST.)
11092,86.0,Democratic,nan,Married,0-35k,1.0,LAS VEGAS DMA (EST.)
274182,73.0,Republican,European,Married,Unknown,3.0,LAS VEGAS DMA (EST.)
443902,37.0,Republican,Hispanic,nan,Unknown,1.0,LAS VEGAS DMA (EST.)
9707,50.0,Republican,European,Married,75k-125k,2.0,RENO DMA (EST.)
905723,53.0,Democratic,European,nan,35k-75k,2.0,RENO DMA (EST.)
964740,72.0,Republican,European,Married,35k-75k,2.0,RENO DMA (EST.)
151769,46.0,Democratic,Hispanic,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
743185,58.0,Non-Partisan,European,nan,Unknown,3.0,LAS VEGAS DMA (EST.)
232456,67.0,Democratic,European,nan,0-35k,4.0,LAS VEGAS DMA (EST.)
420375,67.0,Democratic,nan,Married,0-35k,1.0,LAS VEGAS DMA (EST.)
96816,70.0,Democratic,European,nan,125k-200k,3.0,LAS VEGAS DMA (EST.)
320601,33.0,Republican,European,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
896505,69.0,Democratic,European,nan,35k-75k,2.0,RENO DMA (EST.)
1089201,67.0,Republican,European,nan,75k-125k,2.0,RENO DMA (EST.)
861417,44.0,Republican,European,Married,0-35k,4.0,LAS VEGAS DMA (EST.)
286580,49.0,Republican,European,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
128581,85.0,Republican,African-American,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
948915,63.0,Democratic,European,nan,0-35k,2.0,RENO DMA (EST.)
944574,58.0,Non-Partisan,European,nan,35k-75k,2.0,RENO DMA (EST.)
233805,78.0,Democratic,European,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
139,42.0,Republican,European,Married,Unknown,2.0,RENO DMA (EST.)
429991,47.0,Republican,European,nan,Unknown,1.0,LAS VEGAS DMA (EST.)
931306,85.0,Republican,European,Married,35k-75k,2.0,RENO DMA (EST.)
882275,36.0,Democratic,European,nan,0-35k,2.0,RENO DMA (EST.)
195417,47.0,Republican,European,Non-Traditional,Unknown,4.0,LAS VEGAS DMA (EST.)
570160,57.0,Democratic,nan,nan,Unknown,3.0,LAS VEGAS DMA (EST.)
611088,77.0,Democratic,Asian,Married,75k-125k,1.0,LAS VEGAS DMA (EST.)
881604,76.0,Republican,European,nan,35k-75k,2.0,RENO DMA (EST.)
792634,72.0,Democratic,European,nan,200k+,2.0,RENO DMA (EST.)
545845,45.0,Republican,European,Married,Unknown,3.0,LAS VEGAS DMA (EST.)
264678,69.0,Non-Partisan,European,nan,75k-125k,4.0,LAS VEGAS DMA (EST.)
252732,46.0,Republican,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
6433,82.0,Republican,European,Married,0-35k,2.0,RENO DMA (EST.)
860158,60.0,Democratic,European,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
204512,71.0,Democratic,European,Married,Unknown,4.0,LAS VEGAS DMA (EST.)
922894,60.0,Republican,Hispanic,nan,125k-200k,2.0,RENO DMA (EST.)
188380,65.0,Democratic,European,Married,Unknown,4.0,LAS VEGAS DMA (EST.)
209245,52.0,Republican,European,Married,200k+,4.0,LAS VEGAS DMA (EST.)
328899,51.0,Democratic,European,Married,125k-200k,1.0,LAS VEGAS DMA (EST.)
347016,70.0,Non-Partisan,European,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
1084783,63.0,Republican,European,Non-Traditional,75k-125k,2.0,RENO DMA (EST.)
626145,48.0,Democratic,European,nan,125k-200k,1.0,LAS VEGAS DMA (EST.)
250278,56.0,Non-Partisan,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
914949,41.0,Republican,European,Married,35k-75k,2.0,RENO DMA (EST.)
328821,80.0,Democratic,European,Married,0-35k,1.0,LAS VEGAS DMA (EST.)
613476,58.0,Democratic,European,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
1075172,73.0,Republican,European,Married,35k-75k,2.0,RENO DMA (EST.)
1001249,57.0,Democratic,European,nan,35k-75k,2.0,RENO DMA (EST.)
1067463,46.0,American Independent,European,Married,Unknown,2.0,RENO DMA (EST.)
1034857,52.0,Republican,European,Married,35k-75k,2.0,RENO DMA (EST.)
330629,76.0,Republican,European,Married,75k-125k,1.0,LAS VEGAS DMA (EST.)
96205,52.0,Democratic,Hispanic,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
124322,28.0,Republican,European,Married,0-35k,4.0,LAS VEGAS DMA (EST.)
627207,62.0,Non-Partisan,European,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
615311,74.0,Republican,European,Married,200k+,1.0,LAS VEGAS DMA (EST.)
531068,75.0,Democratic,European,nan,0-35k,1.0,LAS VEGAS DMA (EST.)
595840,51.0,Democratic,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
112439,68.0,Democratic,European,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
14250,76.0,Democratic,European,nan,Unknown,3.0,LAS VEGAS DMA (EST.)
1077288,40.0,Democratic,European,nan,75k-125k,2.0,RENO DMA (EST.)
587730,62.0,Democratic,European,nan,0-35k,1.0,LAS VEGAS DMA (EST.)
1045644,72.0,Democratic,Hispanic,Married,35k-75k,2.0,RENO DMA (EST.)
58755,52.0,Other,nan,Non-Traditional,75k-125k,3.0,LAS VEGAS DMA (EST.)
682213,82.0,Republican,European,nan,0-35k,1.0,LAS VEGAS DMA (EST.)
310241,49.0,Democratic,European,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
836486,56.0,Republican,European,Married,75k-125k,2.0,RENO DMA (EST.)
730866,32.0,Republican,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
252099,88.0,Democratic,Hispanic,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
965030,26.0,Libertarian,European,nan,35k-75k,2.0,RENO DMA (EST.)
1071214,52.0,Republican,European,Married,Unknown,2.0,RENO DMA (EST.)
1040959,49.0,Non-Partisan,European,nan,75k-125k,2.0,RENO DMA (EST.)
118241,68.0,Republican,nan,nan,125k-200k,3.0,LAS VEGAS DMA (EST.)
397699,64.0,Democratic,European,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
1026190,63.0,Democratic,European,nan,35k-75k,2.0,RENO DMA (EST.)
196618,44.0,Democratic,European,Non-Traditional,75k-125k,4.0,LAS VEGAS DMA (EST.)
1062159,48.0,Republican,European,Married,125k-200k,2.0,RENO DMA (EST.)
306965,44.0,Democratic,European,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
619474,37.0,Republican,European,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
1028580,46.0,Non-Partisan,European,nan,75k-125k,2.0,RENO DMA (EST.)
351664,63.0,Democratic,European,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
816487,49.0,Republican,European,nan,Unknown,2.0,RENO DMA (EST.)
721111,61.0,Republican,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
238159,79.0,Republican,European,Married,0-35k,4.0,LAS VEGAS DMA (EST.)
166678,54.0,Republican,European,Married,Unknown,4.0,LAS VEGAS DMA (EST.)
105299,51.0,Republican,nan,Married,200k+,3.0,LAS VEGAS DMA (EST.)
60024,64.0,Democratic,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
681174,67.0,Republican,European,Married,125k-200k,1.0,LAS VEGAS DMA (EST.)
132624,74.0,Democratic,European,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
360521,45.0,Non-Partisan,European,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
16293,45.0,Non-Partisan,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
238678,83.0,Republican,European,nan,75k-125k,4.0,LAS VEGAS DMA (EST.)
1030517,79.0,Democratic,European,nan,0-35k,2.0,RENO DMA (EST.)
747841,71.0,Democratic,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
335223,55.0,Republican,European,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
1089092,84.0,Democratic,nan,nan,0-35k,2.0,RENO DMA (EST.)
712406,39.0,Democratic,European,Married,125k-200k,3.0,LAS VEGAS DMA (EST.)
914879,74.0,Democratic,European,nan,0-35k,2.0,RENO DMA (EST.)
1054096,77.0,Non-Partisan,European,Married,200k+,2.0,RENO DMA (EST.)
155802,66.0,Democratic,European,Non-Traditional,Unknown,4.0,LAS VEGAS DMA (EST.)
224485,95.0,Republican,nan,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
966909,28.0,Democratic,European,Married,Unknown,2.0,RENO DMA (EST.)
762774,39.0,Democratic,European,nan,200k+,3.0,LAS VEGAS DMA (EST.)
710983,78.0,American Independent,European,nan,0-35k,3.0,LAS VEGAS DMA (EST.)
57549,73.0,American Independent,European,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
410947,67.0,Non-Partisan,European,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
1053186,77.0,Republican,European,nan,Unknown,2.0,RENO DMA (EST.)
543338,44.0,Democratic,European,nan,125k-200k,1.0,LAS VEGAS DMA (EST.)
938865,55.0,Non-Partisan,European,Married,75k-125k,2.0,RENO DMA (EST.)
38232,39.0,Non-Partisan,European,Married,Unknown,3.0,LAS VEGAS DMA (EST.)
649122,45.0,Republican,European,nan,75k-125k,1.0,LAS VEGAS DMA (EST.)
297056,69.0,Democratic,nan,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
884868,73.0,Democratic,European,Married,200k+,2.0,RENO DMA (EST.)
626644,64.0,Democratic,European,Married,Unknown,3.0,LAS VEGAS DMA (EST.)
463136,76.0,Republican,Hispanic,nan,75k-125k,1.0,LAS VEGAS DMA (EST.)
1075725,38.0,Non-Partisan,European,Married,35k-75k,2.0,RENO DMA (EST.)
377499,52.0,Democratic,European,Non-Traditional,75k-125k,4.0,LAS VEGAS DMA (EST.)
1096020,40.0,Democratic,Hispanic,nan,Unknown,2.0,RENO DMA (EST.)
746706,53.0,Republican,Asian,Married,200k+,3.0,LAS VEGAS DMA (EST.)
786435,54.0,Democratic,European,nan,75k-125k,2.0,RENO DMA (EST.)
321578,75.0,Democratic,European,Married,35k-75k,4.0,LAS VEGAS DMA (EST.)
357250,58.0,American Independent,European,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
199871,77.0,Republican,European,Married,35k-75k,4.0,LAS VEGAS DMA (EST.)
186535,30.0,Democratic,African-American,Married,35k-75k,4.0,LAS VEGAS DMA (EST.)
1066982,57.0,Republican,European,nan,Unknown,2.0,RENO DMA (EST.)
912250,60.0,Republican,European,Married,75k-125k,2.0,RENO DMA (EST.)
815683,48.0,Republican,European,Married,Unknown,2.0,SALT LAKE CITY DMA (EST.)
889393,77.0,Republican,European,Non-Traditional,35k-75k,2.0,RENO DMA (EST.)
567850,53.0,Democratic,African-American,nan,0-35k,3.0,LAS VEGAS DMA (EST.)
770604,67.0,Republican,Other,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
91136,54.0,Democratic,European,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
1021748,62.0,Republican,European,Married,35k-75k,2.0,RENO DMA (EST.)
848674,55.0,Republican,European,Married,35k-75k,2.0,RENO DMA (EST.)
796172,72.0,Republican,European,nan,Unknown,2.0,RENO DMA (EST.)
1038677,53.0,Republican,European,nan,Unknown,2.0,RENO DMA (EST.)
703988,50.0,Republican,nan,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
602550,73.0,Democratic,European,Married,Unknown,3.0,LAS VEGAS DMA (EST.)
781862,80.0,Republican,European,nan,75k-125k,2.0,RENO DMA (EST.)
29146,83.0,Democratic,European,nan,Unknown,3.0,LAS VEGAS DMA (EST.)
992549,60.0,Republican,European,Married,75k-125k,2.0,RENO DMA (EST.)
1028934,43.0,Republican,European,nan,0-35k,2.0,RENO DMA (EST.)
77613,34.0,Democratic,European,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
913128,72.0,Democratic,European,Married,125k-200k,2.0,RENO DMA (EST.)
1063760,88.0,Non-Partisan,European,nan,0-35k,2.0,RENO DMA (EST.)
1105485,67.0,Republican,European,Married,75k-125k,2.0,RENO DMA (EST.)
940831,48.0,Democratic,European,Non-Traditional,Unknown,2.0,RENO DMA (EST.)
150510,54.0,Democratic,European,Married,35k-75k,4.0,LAS VEGAS DMA (EST.)
624941,67.0,Republican,European,nan,0-35k,3.0,LAS VEGAS DMA (EST.)
490171,55.0,American Independent,nan,Married,75k-125k,1.0,LAS VEGAS DMA (EST.)
1085615,36.0,Republican,European,nan,125k-200k,2.0,RENO DMA (EST.)
824982,86.0,Republican,European,Married,Unknown,4.0,LAS VEGAS DMA (EST.)
723143,77.0,Republican,European,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
862489,75.0,Republican,European,nan,0-35k,4.0,LAS VEGAS DMA (EST.)
12164,31.0,American Independent,European,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
451925,78.0,Democratic,Hispanic,nan,0-35k,1.0,LAS VEGAS DMA (EST.)
1031813,41.0,Republican,European,Married,Unknown,2.0,RENO DMA (EST.)
59645,49.0,Republican,European,Married,200k+,3.0,LAS VEGAS DMA (EST.)
1053300,75.0,Republican,nan,Married,75k-125k,2.0,RENO DMA (EST.)
599347,79.0,American Independent,European,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
685570,77.0,Democratic,European,nan,0-35k,1.0,LAS VEGAS DMA (EST.)
864864,81.0,Republican,European,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
593495,61.0,Republican,European,Non-Traditional,75k-125k,3.0,LAS VEGAS DMA (EST.)
901622,78.0,Republican,European,Non-Traditional,125k-200k,2.0,RENO DMA (EST.)
780774,68.0,Democratic,European,nan,75k-125k,2.0,RENO DMA (EST.)
56498,49.0,Democratic,European,Married,Unknown,3.0,LAS VEGAS DMA (EST.)
961624,46.0,Republican,European,nan,Unknown,2.0,RENO DMA (EST.)
1041979,58.0,Democratic,European,nan,75k-125k,2.0,RENO DMA (EST.)
1025406,46.0,Republican,European,Non-Traditional,75k-125k,2.0,RENO DMA (EST.)
796481,65.0,American Independent,European,nan,Unknown,2.0,RENO DMA (EST.)
868785,55.0,Republican,European,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
867765,75.0,Republican,European,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
499247,72.0,Democratic,European,Married,75k-125k,1.0,LAS VEGAS DMA (EST.)
510140,74.0,Democratic,Other,nan,0-35k,1.0,LAS VEGAS DMA (EST.)
683544,64.0,Democratic,European,nan,Unknown,1.0,LAS VEGAS DMA (EST.)
635260,82.0,Democratic,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
701057,52.0,Democratic,European,Married,Unknown,3.0,LAS VEGAS DMA (EST.)
983464,77.0,Republican,European,Married,35k-75k,2.0,RENO DMA (EST.)
608927,50.0,Non-Partisan,European,Married,200k+,1.0,LAS VEGAS DMA (EST.)
749054,64.0,Republican,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
918650,33.0,Republican,European,nan,Unknown,2.0,RENO DMA (EST.)
336498,78.0,Republican,European,nan,0-35k,4.0,LAS VEGAS DMA (EST.)
278118,55.0,Democratic,European,nan,75k-125k,4.0,LAS VEGAS DMA (EST.)
849117,57.0,Democratic,Hispanic,nan,75k-125k,2.0,RENO DMA (EST.)
412428,80.0,Democratic,European,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
24079,81.0,Democratic,European,nan,0-35k,3.0,LAS VEGAS DMA (EST.)
405874,59.0,Non-Partisan,Hispanic,Married,Unknown,1.0,LAS VEGAS DMA (EST.)
599273,73.0,Republican,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
695810,84.0,Non-Partisan,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
18592,80.0,Republican,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
